Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
Raya and the Last Dragon,4-Mar-21,"Animation, Family, Fantasy, Action, Adventure", English,130423032,100000000,AU,79
The Tomorrow War,2-Jul-21,"Action, Science Fiction, Adventure", English,19220000,200000000,AU,79
Guardians of the Galaxy Volume 3,4-May-23,"Science Fiction, Adventure, Comedy", English,1240262,250000000,AU,0
The Godfather,2-Nov-72,"Drama, Crime", English,270007394,7000000,AU,87
Mulan,3-Sep-98,"Animation, Family, Adventure", English,69973540,200000000,AU,79
Mulan,3-Sep-98,"Animation, Family, Adventure", English,303500000,90000000,AU,79
Dungeons & Dragons,18-Jan-01,"Drama, Adventure, Fantasy", English,15185241,35000000,AU,43
Inside Out,9-Jun-15,"Animation, Family, Adventure, Drama, Comedy", English,850566343,175000000,AU,79
Nobody,1-Apr-21,"Action, Crime, Thriller", English,57512470,16000000,AU,81
How to Train Your Dragon: The Hidden World,3-Jan-19,"Animation, Family, Adventure", English,521533238,129000000,AU,78
Inception,22-Jul-10,"Action, Science Fiction, Adventure", English,728537960,160000000,AU,84
The Lord of the Rings: The Fellowship of the Ring,26-Dec-01,"Adventure, Fantasy, Action", English,891216824,93000000,AU,84
Finding Nemo,28-Aug-03,"Animation, Family", English,936094852,94000000,AU,78
Dune,2-Dec-21,"Science Fiction, Adventure", English,391774790,165000000,AU,78
Dune,2-Dec-21,"Science Fiction, Adventure", English,27503491,45000000,AU,78
Up,3-Sep-09,"Animation, Comedy, Family, Adventure", English,731463377,175000000,AU,79
Renfield,25-May-23,"Comedy, Horror, Fantasy", English,12076404,86203077,AU,83
Mortal Kombat Legends: Snow Blind,9-Oct-22,"Animation, Action, Fantasy", English,796809611,121600000,AU,79
The Lord of the Rings: The Return of the King,26-Dec-03,"Adventure, Fantasy, Action", English,1121386981,94000000,AU,85
Soul,25-Dec-20,"Animation, Family, Comedy, Fantasy, Drama", English,136384442,150000000,AU,82
The Dark Knight,16-Jul-08,"Drama, Action, Crime, Thriller", English,1006234167,185000000,AU,85
Toy Story 3,24-Jun-10,"Animation, Family, Comedy", English,1068879522,200000000,AU,78
The Green Mile,10-Feb-00,"Fantasy, Drama, Crime", English,290701374,60000000,AU,85
Joker,3-Oct-19,"Crime, Thriller, Drama", English,1069121583,55000000,AU,82
Gifted,10-Aug-17,"Drama, Comedy", English,36964656,7000000,AU,81
Catch Me If You Can,9-Jan-03,"Drama, Crime", English,352114312,52000000,AU,80
The Lord of the Rings: The Two Towers,26-Dec-02,"Adventure, Fantasy, Action", English,919148764,94000000,AU,84
Finch,5-Nov-21,"Science Fiction, Drama, Adventure", English,61416888,2500000,AU,80
Star Wars,26-Oct-77,"Adventure, Action, Science Fiction", English,775398007,11000000,AU,82
The Matrix,8-Apr-99,"Action, Science Fiction", English,465974198,65000000,AU,82
1917,9-Jan-20,"War, Drama, History", English,389140440,100000000,AU,80
WALL·E,18-Sep-08,"Animation, Family, Science Fiction", English,521311860,180000000,AU,81
Rocky,17-Mar-77,"Drama, Romance", English,225000000,1000000,AU,78
Fight Club,11-Nov-99,"Drama, Thriller, Comedy", English,100820947,65000000,AU,84
Ron's Gone Wrong,21-Oct-21,"Animation, Science Fiction, Family, Comedy", English,60692022,30511197,AU,80
How to Train Your Dragon,25-Mar-10,"Fantasy, Adventure, Animation, Family", English,494870992,165000000,AU,78
Gladiator,4-May-00,"Action, Drama, Adventure", English,452282115,103000000,AU,82
The Dark Knight Rises,19-Jul-12,"Action, Crime, Drama, Thriller", English,1082228107,230000000,AU,78
The Nightmare Before Christmas,10-Nov-94,"Fantasy, Animation, Family", English,75634409,24000000,AU,78
Hustle,8-Jun-22,"Drama, Comedy", English,737302957,115091333.2,AU,78
Logan,2-Mar-17,"Action, Drama, Science Fiction", English,614202315,127000000,AU,78
Terminator 2: Judgment Day,5-Sep-91,"Action, Thriller, Science Fiction", English,515376182,100000000,AU,81
Call Me by Your Name,26-Dec-17,"Romance, Drama", English,41649462,3500000,AU,82
Wish Dragon,11-Jun-21,"Animation, Family, Comedy, Fantasy", English,25860000,21363393,AU,80
Panama,18-May-22,"Thriller, Action", English,487300517,116600000,AU,53
Saving Private Ryan,19-Nov-98,"Drama, History, War", English,485035085,65000000,AU,82
Pulp Fiction,24-Nov-94,"Thriller, Crime", English,212891760,8000000,AU,85
Inglourious Basterds,19-Aug-09,"Drama, Thriller, War", English,316802281,70000000,AU,82
Shutter Island,18-Feb-10,"Drama, Thriller, Mystery", English,299461782,80000000,AU,82
Whiplash,22-Oct-14,"Drama, Music", English,39123993,3300000,AU,84
Back to the Future,15-Aug-85,"Adventure, Comedy, Science Fiction", English,385510132,19000000,AU,83
The Last Airbender,16-Sep-10,"Action, Adventure, Fantasy", English,319713881,150000000,AU,47
Alien,6-Dec-79,"Horror, Science Fiction", English,184638105,10700000,AU,81
The Godfather Part II,20-Feb-75,"Drama, Crime", English,102600000,13000000,AU,86
Red Shoes and the Seven Dwarfs,2-Jul-20,"Animation, Romance, Family", English,10054356,40011149.2,AU,78
Pride & Prejudice,13-Oct-05,"Drama, Romance", English,126549607,28000000,AU,81
The Truman Show,24-Sep-98,"Comedy, Drama", English,264118201,60000000,AU,81
Forrest Gump,17-Nov-94,"Comedy, Drama, Romance", English,679835137,55000000,AU,85
The Innkeepers,11-Apr-12,"Horror, Thriller", English,1011535,750000,AU,54
Prisoners,17-Oct-13,"Drama, Thriller, Crime", English,113310547,46000000,AU,81
It's a Wonderful Life,6-Feb-48,"Drama, Family, Fantasy", English,9644124,3180000,AU,83
The Boy in the Striped Pyjamas,20-Aug-08,"War, Drama, History", English,44083403,12500000,AU,78
Five Feet Apart,28-Mar-19,"Romance, Drama", English,92554209,7000000,AU,83
Mortal Kombat Legends: Battle of the Realms,30-Aug-21,"Animation, Action, Fantasy", English,788968356,116000000,AU,78
The Iron Giant,6-Apr-00,"Family, Animation, Science Fiction, Drama", English,31333917,50000000,AU,79
Jupiter Ascending,19-Feb-15,"Science Fiction, Fantasy, Action", English,181982519,179000000,AU,54
Django Unchained,23-Jan-13,"Drama, Western", English,449841566,100000000,AU,82
Heat,9-Feb-96,"Action, Crime, Drama, Thriller", English,187436818,60000000,AU,79
Aliens,6-Nov-86,"Action, Thriller, Science Fiction", English,183291893,17000000,AU,79
Little Women,1-Jan-20,"Drama, Romance, History", English,218838386,42000000,AU,79
Little Women,1-Jan-20,"Drama, Romance, History", English,50003303,15000000,AU,79
Gone Girl,1-Oct-14,"Mystery, Thriller, Drama", English,367160781,61000000,AU,79
2001: A Space Odyssey,2-May-68,"Science Fiction, Mystery, Adventure", English,71801274,10500000,AU,81
How to Train Your Dragon: Homecoming,3-Dec-19,"Animation, Fantasy, Adventure, Action, Family", English,667583139,203000000,AU,81
Ghost Rider: Spirit of Vengeance,15-Mar-12,"Action, Fantasy, Thriller", English,149217355,57000000,AU,50
The Human Centipede (First Sequence),6-Aug-10,horror, English,252207,2011799,AU,52
The Last of Us - No Escape,12-Jan-17,"Action, Horror", English,237808575,116000000,AU,53
Ford v Ferrari,14-Nov-19,"Drama, Action, History", English,225508210,97600000,AU,80
Home Sweet Home Alone,12-Nov-21,"Comedy, Crime, Family", English,433791666,142600000,AU,50
Blade Runner,16-Dec-82,"Science Fiction, Drama, Thriller", English,39538663,28000000,AU,79
Green Lantern,11-Aug-11,"Adventure, Action, Thriller, Science Fiction", English,219535492,200000000,AU,52
Guardians of the Galaxy,7-Aug-14,"Action, Science Fiction, Adventure", English,770882395,170000000,AU,79
Lawrence of Arabia,10-Jan-63,"Adventure, Drama, History, War", English,69995047,15000000,AU,80
Hachi: A Dog's Tale,4-Jan-10,"Drama, Family", English,46749646,16000000,AU,80
Titanic II,7-Aug-10,"Action, Adventure, Thriller", English,747112637,96200000,AU,49
The Thing,20-Aug-82,"Horror, Mystery, Science Fiction", English,27573078,38000000,AU,80
The Cat in the Hat,31-Mar-04,"Comedy, Adventure, Family, Fantasy", English,133800000,109000000,AU,53
Bohemian Rhapsody,1-Nov-18,"Music, Drama, History", English,882205260,55000000,AU,80
Indiana Jones and the Last Crusade,8-Jun-89,"Adventure, Action", English,474171806,48000000,AU,78
Schindler's List,10-Feb-94,"Drama, History, War", English,321365567,22000000,AU,86
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,1-Oct-21,"Animation, Comedy, Mystery, Family, Fantasy", English,790693145,121100000,AU,79
Ghostbusters,14-Jul-16,"Action, Fantasy, Comedy", English,229008658,144000000,AU,54
The Pianist,11-Dec-02,"Drama, War", English,111854182,35000000,AU,84
A Dog's Journey,15-Aug-19,"Family, Adventure, Drama", English,2520000,20610000,AU,80
Jojo Rabbit,26-Dec-19,"Comedy, War, Drama", English,86878073,14000000,AU,81
Taxi Driver,5-Aug-76,"Crime, Drama", English,28447834,1900000,AU,82
Die Hard,6-Oct-88,"Action, Thriller", English,139434346,28000000,AU,78
The Imitation Game,19-Dec-14,"History, Drama, Thriller, War", English,227328585,15000000,AU,80
Independence Day: Resurgence,23-Jun-16,"Action, Adventure, Science Fiction", English,384169424,165000000,AU,53
Steven Universe: The Movie,2-Sep-19,"TV Movie, Animation, Science Fiction, Action, Adventure, Comedy, Drama, Fantasy, Music", English,1180869058,149200000,AU,83
Demonic,20-Sep-21,"Drama, Horror, Science Fiction", English,4668109,3000000,AU,50
Fifty Shades of Black,29-Jan-16,"Romance, Comedy", English,22113075,5000000,AU,49
9 Bullets,23-Jun-22,"Action, Thriller", English,378399281,116000000,AU,54
Léon: The Professional,27-Apr-95,"Crime, Drama, Action", English,45284974,16000000,AU,83
Mortal Kombat Legends: Scorpion's Revenge,20-May-20,"Animation, Action, Fantasy", English,679406443,152800000,AU,82
The Shining,13-Nov-80,"Horror, Thriller", English,45613093,19000000,AU,82
Conan the Barbarian,18-Aug-11,"Adventure, Fantasy, Action", English,63356133,90000000,AU,53
Straight Outta Compton,27-Aug-15,"Drama, Music, History", English,202182981,28000000,AU,78
Jonah Hex,5-Aug-10,"Action, Western, Drama, Fantasy, Thriller", English,11022696,47000000,AU,49
Braveheart,1-Jun-95,"Action, Drama, History, War", English,209045244,72000000,AU,79
The Departed,6-Oct-06,"Drama, Thriller, Crime", English,289660619,90000000,AU,82
Flipped,7-Jan-11,"Romance, Drama", English,4294635,14000000,AU,80
Zeros and Ones,1-Mar-22,"War, Thriller", English,678277032,154600000,AU,50
A Clockwork Orange,10-Feb-72,"Science Fiction, Drama", English,26589000,2200000,AU,82
"Love, Rosie",6-Nov-14,"Comedy, Romance", English,4439431,31011149.2,AU,78
Skyline,11-Nov-10,"Science Fiction, Adventure, Action, Thriller", English,68264973,10000000,AU,50
Fantastic Four,6-Aug-15,"Action, Adventure, Science Fiction", English,333132750,87500000,AU,44
Assassin's Creed,1-Jan-17,"Action, Adventure, Science Fiction", English,240697856,125000000,AU,54
xXx: State of the Union,28-Apr-05,"Action, Adventure, Crime, Mystery, Thriller", English,71073932,60000000,AU,50
Green Book,24-Jan-19,"Drama, Comedy", English,319995019,23000000,AU,82
My Little Pony: A New Generation,16-Apr-22,"Animation, Family, Fantasy, Comedy, Adventure", English,4100000,38211149.2,AU,78
Charlie's Angels: Full Throttle,4-Jul-03,"Action, Adventure, Comedy", English,227163273,120000000,AU,54
Survival Island,16-Nov-05,"Thriller, Mystery, Drama, Romance", English,667072,9000000,AU,53
Dances with Wolves,14-Feb-91,"Adventure, Drama, Western", English,424208805,19000000,AU,79
Thinking XXX,2-Feb-07,documentary, English,293853255,138800000,AU,54
Justice League Dark: Apokolips War,1-Jun-20,"Animation, Action, Science Fiction", English,973340661,160600000,AU,83
Her,16-Jan-14,"Romance, Science Fiction, Drama", English,48043998,23000000,AU,79
About Time,17-Oct-13,"Drama, Romance, Fantasy", English,84959034,12000000,AU,79
The Empire Strikes Back,21-May-80,"Adventure, Action, Science Fiction", English,538400000,18000000,AU,84
The Grand Budapest Hotel,10-Apr-14,"Comedy, Drama", English,163503514,31000000,AU,81
King Richard,13-Jan-22,"Drama, History", English,37994866,50000000,AU,78
Anaconda,3-Jul-97,"Adventure, Horror, Thriller", English,136998907,45000000,AU,52
Constantine: City of Demons - The Movie,10-Oct-18,"Fantasy, Animation, Horror, Action", English,854525891,93600000,AU,78
The Mitchells vs. the Machines,30-Apr-21,"Animation, Adventure, Comedy", English,61375837,75000000,AU,80
Apocalypse Now,15-Nov-79,"Drama, War", English,85960957,31500000,AU,83
The Flintstones,24-Jul-94,"Fantasy, Comedy, Family", English,358500000,45000000,AU,53
Jurassic Park,2-Sep-93,"Adventure, Science Fiction", English,1045573035,63000000,AU,79
A Good Day to Die Hard,20-Mar-13,"Action, Thriller", English,304249198,92000000,AU,53
A Beautiful Mind,11-Dec-01,"Drama, Romance", English,317668058,78000000,AU,79
After Earth,5-Jun-13,"Science Fiction, Action, Adventure", English,251499665,130000000,AU,52
Paranormal Activity: The Marked Ones,30-Jan-14,"Horror, Thriller", English,90904854,5000000,AU,54
CODA,5-Aug-21,"Drama, Music, Romance", English,2237618,10000000,AU,80
The Happening,12-Jun-08,"Thriller, Science Fiction", English,162778384,60000000,AU,53
"Batman: The Dark Knight Returns, Part 2",3-Jan-13,"Science Fiction, Action, Animation, Mystery", English,0,3500000,AU,80
Regular Show: The Movie,28-Nov-15,"Animation, Comedy, Science Fiction, TV Movie", English,57447845,3000000,AU,79
V for Vendetta,30-Mar-06,"Action, Thriller, Science Fiction", English,130214162,50000000,AU,79
Pandemic,5-Oct-16,"Action, Science Fiction, Horror", English,856238148,136400000,AU,49
Donnie Darko,16-Oct-02,"Fantasy, Drama, Mystery", English,7510154,4500000,AU,78
Snatch,9-Nov-00,"Crime, Comedy", English,83593107,10000000,AU,78
Beau Is Afraid,20-Apr-23,"Comedy, Drama, Horror, Adventure", English,144471992,35000000,AU,0
Reservoir Dogs,30-Jul-93,"Crime, Thriller", English,2990680,1200000,AU,81
Vertigo,23-Jan-59,"Mystery, Romance, Thriller", English,7797728,2479000,AU,82
Return of the Jedi,2-Jun-83,"Adventure, Action, Science Fiction", English,572700000,32350000,AU,79
Poltergeist,21-May-15,horror, English,95691732,35000000,AU,52
Poltergeist,21-May-15,horror, English,121706019,10700000,AU,52
Casino,7-Mar-96,"Crime, Drama", English,110400000,52000000,AU,80
The Theory of Everything,29-Jan-15,"Drama, Romance", English,123327692,15000000,AU,79
Midnight Sun,23-Mar-18,"Romance, Drama", English,26952508,2800000,AU,78
Gone with the Wind,1-May-40,"Drama, War, Romance", English,390525192,3900000,AU,80
Air,28-Oct-15,"Science Fiction, Thriller", English,901958484,103600000,AU,49
Batman Forever,29-Jun-95,"Action, Crime, Fantasy", English,336529144,100000000,AU,54
Brokeback Mountain,26-Jan-06,"Drama, Romance", English,176980863,13900000,AU,78
The Art of Racing in the Rain,26-Sep-19,"Drama, Romance, Comedy", English,33773963,18000000,AU,82
Unforgiven,11-Feb-93,Western, English,159157447,14400000,AU,79
The Human Centipede 3 (Final Sequence),24-Jun-15,horror, English,16184,1470000,AU,37
The Scorpion King 3: Battle for Redemption,17-Jan-12,"Action, Adventure, Fantasy, Drama", English,2239756,5000000,AU,45
30 Miles from Nowhere,24-Nov-18,"Horror, Comedy", English,2264859,120000,AU,45
Memento,6-Nov-00,"Mystery, Thriller", English,39719431,5000000,AU,82
The Big Lebowski,9-Apr-98,"Comedy, Crime", English,46189568,15000000,AU,78
Casablanca,8-Dec-44,"Drama, Romance", English,10564439,1039000,AU,82
Fargo,14-Jun-96,"Crime, Drama, Thriller", English,51203507,7000000,AU,79
"10,000 BC",5-Mar-08,"Adventure, Action, Drama, Fantasy", English,269784201,105000000,AU,54
Home Alone 3,9-Apr-98,"Comedy, Family", English,79082515,32000000,AU,53
"Love, Simon",16-Feb-18,"Comedy, Drama, Romance", English,65520633,10000000,AU,81
Blaze,25-Aug-22,"Drama, Fantasy, Crime", English,330824755,90000000,AU,53
Cats & Dogs,20-Sep-01,"Family, Comedy", English,200700000,60000000,AU,54
Downsizing,26-Dec-17,"Comedy, Drama, Science Fiction", English,54462971,68000000,AU,53
Year One,18-Jun-09,"Comedy, Adventure", English,57604723,60000000,AU,49
The Black Demon,27-Apr-23,"Horror, Thriller", English,175269999,244940000,AU,0
The Avengers,5-Nov-98,"Thriller, Science Fiction, Action, Adventure", English,1515100211,225000000,AU,44
The Avengers,5-Nov-98,"Thriller, Science Fiction, Action, Adventure", English,48585416,60000000,AU,44
In the Name of the King 2: Two Worlds,17-Feb-12,"Adventure, Fantasy, Drama, Action", English,1240262,4500000,AU,40
Paul Blart: Mall Cop 2,23-Apr-15,"Action, Comedy, Family", English,107453907,38000000,AU,52
Mulholland Drive,21-Dec-01,"Thriller, Drama, Mystery", English,20780568,15000000,AU,78
The Usual Suspects,13-Sep-95,"Drama, Crime, Thriller", English,34449356,6000000,AU,82
Trainspotting,23-May-96,"Drama, Crime", English,71548935,3100000,AU,80
Batman & Robin,26-Jun-97,"Action, Science Fiction, Adventure, Comedy", English,238317814,125000000,AU,43
The Hate U Give,12-Nov-18,"Crime, Drama", English,35067665,23000000,AU,82
Some Like It Hot,15-Oct-59,"Comedy, Music, Romance, Crime", English,25000000,2883848,AU,81
Gulliver's Travels,2-Jan-11,"Family, Comedy, Adventure, Fantasy", English,232017848,112000000,AU,52
Basic Instinct 2,30-Mar-06,"Crime, Mystery, Thriller", English,35417162,70000000,AU,51
Halloween 5: The Revenge of Michael Myers,12-Oct-89,"Horror, Thriller", English,11642254,6000000,AU,54
The Breakfast Club,1-Aug-85,"Comedy, Drama", English,51525171,1000000,AU,78
Captain Fantastic,8-Sep-16,"Adventure, Drama", English,21340234,5000000,AU,79
Catwoman,16-Sep-04,"Action, Fantasy, Mystery, Crime", English,82078046,100000000,AU,46
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,12-Jun-64,"Drama, Comedy, War", English,9523464,1800000,AU,81
Batman: Under the Red Hood,27-Jul-10,"Science Fiction, Crime, Action, Animation, Mystery", English,6629178,25911149.2,AU,78
Big Fish,5-Feb-04,"Adventure, Fantasy, Drama", English,123954323,70000000,AU,78
